Number of atoms removed: 4872
Problematic atoms:
{('P', 'e443', 'e338')}
('Rg', 'e1927', 'e309')
('Rg', 'e0', 'e60')
('ML', 'e81', 'e1454')
('Q', 'e139', 'e64')
('Rg', 'e1155', 'e502')
('Q', 'e485', 'e105')
('Q', 'e912', 'e272')
('P', 'e189', 'e1491')
('Rg', 'e443', 'e510')
('ML', 'e94', 'e502')
('ML', 'e1248', 'e370')
('P', 'e64', 'e788')
('ML', 'e1248', 'e31')
('Rg', 'e658', 'e309')
('ML', 'e301', 'e1809')
('Rg', 'e2', 'e1809')
('Rg', 'e622', 'e0')
('P', 'e2', 'e1363')
('Q', 'e62', 'e201')
('Q', 'e62', 'e1104')
('Q', 'e58', 'e1454')
('Q', 'e309', 'e1774')
('ML', 'e841', 'e510')
('Q', 'e1950', 'e510')
('Q', 'e330', 'e274')
('Q', 'e510', 'e370')
('Rg', 'e330', 'e1891')
('Q', 'e510', 'e31')
('P', 'e711', 'e1299')
('Q', 'e1138', 'e1162')
('Rg', 'e1774', 'e1103')
('ML', 'e443', 'e472')
('P', 'e443', 'e1567')
('P', 'e443', 'e1290')
('Q', 'e510', 'e1809')
('Q', 'e658', 'e658')
('Q', 'e375', 'e1520')
('Q', 'e912', 'e298')
('Q', 'e702', 'e480')
('ML', 'e94', 'e89')
('Q', 'e60', 'e325')
('P', 'e105', 'e301')
('Q', 'e1103', 'e833')
('Rg', 'e330', 'e502')
('Q', 'e274', 'e64')
('ML', 'e1290', 'e711')
('Rg', 'e201', 'e1927')
('P', 'e201', 'e1472')
('Q', 'e1104', 'e711')
('Rg', 'e1891', 'e175')
('Q', 'e1454', 'e1520')
('Rg', 'e499', 'e2024')
('Rg', 'e1809', 'e1295')
('ML', 'e2154', 'e219')
('Rg', 'e1950', 'e2024')
('Q', 'e1520', 'e495')
('Q', 'e248', 'e1774')
('Q', 'e711', 'e139')
('Rg', 'e912', 'e1005')
('Rg', 'e201', 'e472')
('Q', 'e1103', 'e2')
('Rg', 'e58', 'e309')
('ML', 'e81', 'e62')
('Q', 'e64', 'e510')
('Q', 'e622', 'e0')
('Rg', 'e1295', 'e1104')
('Rg', 'e325', 'e175')
('Q', 'e443', 'e309')
('Rg', 'e1104', 'e60')
('Rg', 'e309', 'e0')
('ML', 'e1472', 'e446')
('Rg', 'e472', 'e272')
('Q', 'e189', 'e309')
('ML', 'e611', 'e502')
('ML', 'e338', 'e1295')
('Q', 'e711', 'e1809')
('Q', 'e495', 'e363')
('Q', 'e354', 'e58')
('Rg', 'e47', 'e510')
('P', 'e105', 'e1363')
('Rg', 'e510', 'e658')
('Q', 'e510', 'e912')
('Rg', 'e175', 'e309')
('Q', 'e272', 'e1138')
('Q', 'e219', 'e833')
('Rg', 'e31', 'e0')
('Rg', 'e1927', 'e472')
('ML', 'e514', 'e58')
('Rg', 'e480', 'e298')
('Q', 'e1776', 'e1104')
('Rg', 'e1005', 'e274')
('Q', 'e201', 'e1927')
('Q', 'e1138', 'e1950')
('Q', 'e330', 'e325')
('ML', 'e1567', 'e495')
('Rg', 'e480', 'e480')
('Rg', 'e823', 'e502')
('ML', 'e86', 'e370')
('Q', 'e633', 'e274')
('Rg', 'e370', 'e622')
('P', 'e354', 'e947')
('Rg', 'e370', 'e2024')
('Rg', 'e1155', 'e47')
('Rg', 'e189', 'e1927')
('Q', 'e363', 'e2024')
('Rg', 'e658', 'e472')
('Q', 'e166', 'e1454')
('Q', 'e166', 'e0')
('Q', 'e1774', 'e274')
('Q', 'e912', 'e1005')
('Q', 'e219', 'e1774')
('Q', 'e201', 'e472')
('Rg', 'e363', 'e105')
('Rg', 'e1520', 'e201')
('Q', 'e1295', 'e1104')
('P', 'e330', 'e913')
('Q', 'e502', 'e658')
('Q', 'e1776', 'e38')
('Q', 'e309', 'e0')
('Rg', 'e189', 'e472')
('Q', 'e472', 'e272')
('ML', 'e24', 'e64')
('Rg', 'e1103', 'e274')
('Rg', 'e298', 'e201')
('P', 'e86', 'e86')
('Q', 'e1104', 'e446')
('P', 'e201', 'e354')
('P', 'e1454', 'e1344')
('Q', 'e370', 'e330')
('Q', 'e1005', 'e658')
('ML', 'e514', 'e499')
('ML', 'e357', 'e1104')
('ML', 'e357', 'e201')
('ML', 'e933', 'e658')
('Rg', 'e480', 'e495')
('Rg', 'e2024', 'e443')
('ML', 'e1363', 'e443')
('Q', 'e47', 'e175')
('Q', 'e1295', 'e38')
('ML', 'e915', 'e802')
('Rg', 'e1927', 'e58')
('Rg', 'e499', 'e1520')
('Rg', 'e323', 'e485')
('Rg', 'e58', 'e1927')
('P', 'e446', 'e68')
('Q', 'e311', 'e802')
('Rg', 'e472', 'e495')
('P', 'e363', 'e331')
('Q', 'e443', 'e1927')
('Q', 'e370', 'e622')
('Q', 'e1104', 'e485')
('Q', 'e370', 'e2024')
('Rg', 'e1162', 'e201')
('Rg', 'e64', 'e1162')
('Q', 'e189', 'e1927')
('Q', 'e472', 'e323')
('P', 'e219', 'e133')
('Q', 'e472', 'e298')
('Q', 'e1776', 'e105')
('Q', 'e60', 'e166')
('Rg', 'e330', 'e651')
('Rg', 'e58', 'e472')
('Q', 'e802', 'e833')
('Q', 'e105', 'e823')
('P', 'e89', 'e1567')
('ML', 'e68', 'e219')
('P', 'e89', 'e1290')
('Q', 'e443', 'e472')
('ML', 'e28', 'e274')
('Q', 'e323', 'e802')
('Q', 'e189', 'e472')
('Rg', 'e219', 'e274')
('P', 'e651', 'e76')
('Rg', 'e1776', 'e802')
('ML', 'e901', 'e1950')
('Rg', 'e443', 'e1454')
('Rg', 'e62', 'e443')
('Q', 'e658', 'e201')
('Rg', 'e472', 'e1005')
('Q', 'e510', 'e485')
('Rg', 'e175', 'e472')
('ML', 'e68', 'e1162')
('Q', 'e201', 'e363')
('Q', 'e1950', 'e702')
('Rg', 'e219', 'e1950')
('Rg', 'e1809', 'e309')
('Rg', 'e370', 'e1520')
('Q', 'e2', 'e802')
('P', 'e1774', 'e1299')
('P', 'e912', 'e901')
('Q', 'e375', 'e912')
('ML', 'e841', 'e1454')
('Q', 'e499', 'e0')
('Rg', 'e1774', 'e1809')
('Q', 'e89', 'e175')
('P', 'e651', 'e1140')
('Q', 'e472', 'e495')
('Q', 'e363', 'e1520')
('Q', 'e1950', 'e0')
('ML', 'e2154', 'e325')
('Q', 'e446', 'e64')
('Q', 'e1162', 'e201')
('P', 'e1809', 'e1290')
('Q', 'e1454', 'e912')
('Q', 'e31', 'e298')
('Rg', 'e325', 'e60')
('ML', 'e133', 'e219')
('ML', 'e143', 'e1295')
('Q', 'e31', 'e480')
('Rg', 'e58', 'e58')
('P', 'e354', 'e1359')
('Q', 'e363', 'e1776')
('Rg', 'e485', 'e309')
('P', 'e651', 'e611')
('Q', 'e330', 'e166')
('Q', 'e2024', 'e1155')
('Rg', 'e60', 'e510')
('ML', 'e76', 'e1005')
('Rg', 'e510', 'e1104')
('ML', 'e133', 'e1162')
('Q', 'e472', 'e1005')
('Q', 'e711', 'e485')
('Rg', 'e274', 'e823')
('Rg', 'e58', 'e363')
('Rg', 'e330', 'e446')
('ML', 'e1359', 'e802')
('Rg', 'e633', 'e651')
('Q', 'e64', 'e0')
('Q', 'e1809', 'e309')
('Q', 'e370', 'e1520')
('Rg', 'e443', 'e62')
('Q', 'e189', 'e363')
('Rg', 'e219', 'e325')
('P', 'e323', 'e2448')
('Rg', 'e248', 'e201')
('Rg', 'e105', 'e105')
('ML', 'e68', 'e1950')
('Rg', 'e47', 'e1454')
('P', 'e323', 'e2095')
('Rg', 'e47', 'e0')
('Rg', 'e912', 'e370')
('Q', 'e502', 'e1104')
('P', 'e1520', 'e2448')
('ML', 'e354', 'e89')
('Q', 'e1520', 'e89')
('Q', 'e2', 'e443')
('Q', 'e363', 'e47')
('Rg', 'e1809', 'e1927')
('P', 'e499', 'e1344')
('P', 'e1891', 'e1472')
('Q', 'e31', 'e330')
('Rg', 'e370', 'e139')
('P', 'e2', 'e2448')
('Q', 'e1155', 'e248')
('Rg', 'e711', 'e201')
('Q', 'e480', 'e189')
('Q', 'e1005', 'e201')
('Rg', 'e1891', 'e298')
('Q', 'e298', 'e89')
('Q', 'e802', 'e658')
('P', 'e480', 'e3824')
('ML', 'e933', 'e201')
('Q', 'e1520', 'e1776')
('P', 'e912', 'e2448')
('Q', 'e1104', 'e219')
('Rg', 'e1891', 'e480')
('P', 'e1454', 'e76')
('Q', 'e323', 'e2')
('Rg', 'e480', 'e1891')
('Rg', 'e363', 'e1155')
('P', 'e1891', 'e181')
('Rg', 'e1809', 'e472')
('Q', 'e189', 'e248')
('Rg', 'e823', 'e446')
('ML', 'e338', 'e1927')
('Q', 'e1891', 'e272')
('Rg', 'e485', 'e1927')
('Rg', 'e1005', 'e499')
('Rg', 'e325', 'e323')
('Q', 'e633', 'e166')
('Rg', 'e325', 'e298')
('ML', 'e133', 'e1950')
('Rg', 'e60', 'e2')
('Rg', 'e0', 'e502')
('Q', 'e912', 'e1776')
('Rg', 'e323', 'e1162')
('P', 'e702', 'e3728')
('Q', 'e248', 'e1104')
('Q', 'e1104', 'e1162')
('Q', 'e1774', 'e499')
('Q', 'e912', 'e370')
('ML', 'e1344', 'e309')
('Q', 'e651', 'e633')
('Q', 'e2', 'e2')
('Q', 'e702', 'e1809')
('P', 'e1104', 'e157')
('Q', 'e325', 'e272')
('Rg', 'e1454', 'e298')
('Rg', 'e1454', 'e323')
('ML', 'e514', 'e1774')
('Rg', 'e274', 'e622')
('ML', 'e1248', 'e1295')
('P', 'e1248', 'e81')
('ML', 'e913', 'e472')
('Q', 'e31', 'e1103')
('Rg', 'e1891', 'e495')
('ML', 'e1359', 'e443')
('Rg', 'e823', 'e485')
('Q', 'e1809', 'e1927')
('Rg', 'e47', 'e62')
('Q', 'e823', 'e201')
('Q', 'e370', 'e139')
('Rg', 'e472', 'e502')
('Q', 'e1891', 'e298')
('Q', 'e330', 'e510')
('Q', 'e502', 'e105')
('Q', 'e1103', 'e38')
('Rg', 'e0', 'e89')
('Q', 'e1891', 'e480')
('ML', 'e1140', 'e1776')
('Rg', 'e325', 'e495')
('Rg', 'e139', 'e309')
('ML', 'e354', 'e47')
('Q', 'e1520', 'e47')
('Rg', 'e833', 'e60')
('Q', 'e1776', 'e1155')
('Rg', 'e1809', 'e58')
('Q', 'e1809', 'e472')
('Rg', 'e658', 'e443')
('Q', 'e510', 'e1162')
('Rg', 'e622', 'e175')
('Q', 'e1520', 'e64')
('Q', 'e325', 'e298')
('P', 'e354', 'e133')
('ML', 'e76', 'e1891')
('Rg', 'e0', 'e1776')
('Rg', 'e370', 'e912')
('Rg', 'e1774', 'e485')
('Q', 'e485', 'e298')
('Rg', 'e495', 'e309')
('ML', 'e133', 'e325')
('Q', 'e298', 'e47')
('Q', 'e219', 'e1104')
('P', 'e139', 'e1290')
('Q', 'e0', 'e502')
('Q', 'e472', 'e1891')
('Rg', 'e480', 'e1776')
('Q', 'e298', 'e64')
('Q', 'e485', 'e480')
('P', 'e1774', 'e788')
('ML', 'e1359', 'e1774')
('Q', 'e1295', 'e1155')
('ML', 'e338', 'e58')
('Rg', 'e64', 'e1927')
('ML', 'e915', 'e0')
('Rg', 'e1809', 'e363')
('Rg', 'e298', 'e189')
('ML', 'e913', 'e58')
('Q', 'e201', 'e833')
('Rg', 'e480', 'e370')
('Rg', 'e38', 'e472')
('Q', 'e1891', 'e495')
('Q', 'e272', 'e1520')
('Rg', 'e472', 'e1776')
('Rg', 'e802', 'e189')
('ML', 'e60', 'e298')
('Q', 'e472', 'e502')
('Rg', 'e1104', 'e502')
('Q', 'e495', 'e658')
('Q', 'e219', 'e38')
('ML', 'e24', 'e1295')
('Rg', 'e472', 'e370')
('ML', 'e338', 'e363')
('Rg', 'e89', 'e480')
('P', 'e309', 'e1491')
('Rg', 'e485', 'e363')
('Q', 'e325', 'e495')
('Q', 'e323', 'e0')
('ML', 'e913', 'e363')
('Q', 'e833', 'e60')
('Rg', 'e1891', 'e1103')
('Q', 'e89', 'e272')
('Q', 'e622', 'e175')
('Rg', 'e272', 'e47')
('Q', 'e2024', 'e823')
('Rg', 'e1162', 'e1155')
('Q', 'e0', 'e1776')
('P', 'e139', 'e2243')
('Q', 'e370', 'e912')
('Rg', 'e309', 'e175')
('Q', 'e31', 'e1891')
('Rg', 'e0', 'e47')
('P', 'e1520', 'e915')
('Q', 'e1927', 'e189')
('ML', 'e947', 'e1104')
('ML', 'e157', 'e64')
('Rg', 'e274', 'e1520')
('Rg', 'e330', 'e1295')
('Rg', 'e1104', 'e89')
('Rg', 'e0', 'e64')
('Q', 'e105', 'e47')
('Q', 'e47', 'e495')
('Q', 'e1809', 'e363')
('Q', 'e38', 'e480')
('ML', 'e86', 'e1162')
('Rg', 'e89', 'e495')
('Q', 'e443', 'e833')
('Q', 'e219', 'e105')
('Q', 'e485', 'e330')
('Rg', 'e31', 'e175')
('Rg', 'e2024', 'e1104')
('Q', 'e325', 'e1005')
('P', 'e912', 'e915')
('Q', 'e472', 'e1776')
('Rg', 'e1104', 'e1776')
('Rg', 'e502', 'e443')
('Q', 'e802', 'e1104')
('Q', 'e802', 'e201')
('ML', 'e611', 'e219')
('P', 'e58', 'e1299')
('Q', 'e472', 'e370')
('Rg', 'e105', 'e1155')
('Rg', 'e201', 'e658')
('ML', 'e2154', 'e510')
('Q', 'e274', 'e309')
('Q', 'e89', 'e480')
('Q', 'e166', 'e175')
('ML', 'e2448', 'e658')
('Rg', 'e472', 'e651')
('ML', 'e611', 'e1295')
('Q', 'e1162', 'e189')
('Q', 'e833', 'e272')
('Rg', 'e2024', 'e38')
('Q', 'e38', 'e495')
('Rg', 'e651', 'e298')
('P', 'e711', 'e68')
('Q', 'e272', 'e64')
('Q', 'e309', 'e175')
('Rg', 'e495', 'e472')
('Rg', 'e823', 'e219')
('Q', 'e0', 'e47')
('ML', 'e181', 'e363')
('Rg', 'e38', 'e499')
('Q', 'e1155', 'e1454')
('Q', 'e1809', 'e248')
('Q', 'e0', 'e64')
('Rg', 'e1927', 'e658')
('Q', 'e510', 'e325')
('ML', 'e148', 'e1155')
('ML', 'e3728', 'e711')
('Rg', 'e502', 'e1774')
('Rg', 'e363', 'e823')
('ML', 'e2365', 'e325')
('P', 'e323', 'e2365')
('Q', 'e58', 'e189')
('Rg', 'e446', 'e622')
('Q', 'e833', 'e323')
('Rg', 'e1005', 'e2')
('Q', 'e1927', 'e1138')
('P', 'e1155', 'e1491')
('Q', 'e31', 'e31')
('Q', 'e38', 'e1005')
('Q', 'e201', 'e658')
('Q', 'e139', 'e472')
('ML', 'e76', 'e711')
('Q', 'e633', 'e2')
('Rg', 'e330', 'e1950')
('Rg', 'e2024', 'e105')
('Rg', 'e622', 'e60')
('Rg', 'e274', 'e64')
('ML', 'e60', 'e1103')
('Q', 'e31', 'e1809')
('Q', 'e472', 'e651')
('Rg', 'e1295', 'e480')
('Q', 'e802', 'e105')
('Q', 'e1774', 'e1774')
('Q', 'e1774', 'e2')
('Q', 'e375', 'e274')
('Rg', 'e248', 'e1155')
('Q', 'e651', 'e298')
('Rg', 'e446', 'e1103')
('Rg', 'e495', 'e58')
('Rg', 'e480', 'e446')
('ML', 'e94', 'e309')
('Q', 'e1454', 'e274')
('Rg', 'e323', 'e1927')
('ML', 'e28', 'e443')
('Rg', 'e139', 'e363')
('Rg', 'e325', 'e502')
('Rg', 'e702', 'e495')
('Rg', 'e472', 'e446')
('Q', 'e1776', 'e480')
('ML', 'e143', 'e363')
('Q', 'e274', 'e1927')
('Rg', 'e711', 'e189')
('Q', 'e1162', 'e1138')
('Q', 'e38', 'e1103')
('ML', 'e1104', 'e510')
('P', 'e330', 'e1491')
('Q', 'e1155', 'e658')
('Q', 'e1950', 'e175')
('Rg', 'e480', 'e485')
('Rg', 'e166', 'e60')
('P', 'e47', 'e901')
('ML', 'e915', 'e38')
('Rg', 'e58', 'e658')
('Q', 'e274', 'e472')
('Q', 'e651', 'e495')
('Q', 'e443', 'e658')
('P', 'e139', 'e357')
('Rg', 'e495', 'e499')
('Rg', 'e1809', 'e833')
('Q', 'e325', 'e1891')
('Rg', 'e298', 'e823')
('ML', 'e443', 'e201')
('Q', 'e248', 'e1155')
('Rg', 'e325', 'e89')
('ML', 'e28', 'e1774')
('ML', 'e28', 'e2')
('Rg', 'e1295', 'e330')
('Rg', 'e363', 'e2024')
('Q', 'e1103', 'e1155')
('P', 'e912', 'e514')
('ML', 'e357', 'e480')
('Q', 'e2', 'e1104')
('Q', 'e1138', 'e1454')
('Q', 'e1138', 'e0')
('Rg', 'e1891', 'e1809')
('ML', 'e514', 'e1104')
('P', 'e105', 'e2365')
('Rg', 'e31', 'e60')
('ML', 'e76', 'e446')
('Rg', 'e325', 'e1776')
('Q', 'e325', 'e502')
('Q', 'e472', 'e446')
('ML', 'e301', 'e166')
('Rg', 'e912', 'e1295')
('Q', 'e64', 'e175')
('Q', 'e2024', 'e1520')
('Rg', 'e622', 'e298')
('Rg', 'e89', 'e1891')
('Q', 'e311', 'e105')
('Rg', 'e1454', 'e139')
('ML', 'e611', 'e309')
('Q', 'e166', 'e60')
('Rg', 'e201', 'e201')
('Q', 'e2', 'e38')
('Rg', 'e1155', 'e1927')
('Q', 'e633', 'e0')
('P', 'e330', 'e1344')
('ML', 'e133', 'e510')
('Q', 'e510', 'e166')
('ML', 'e514', 'e38')
('Rg', 'e1454', 'e370')
('ML', 'e76', 'e485')
('Rg', 'e1454', 'e31')
('ML', 'e913', 'e1774')
('Q', 'e622', 'e272')
('Q', 'e47', 'e502')
('Q', 'e446', 'e309')
('Q', 'e1520', 'e31')
('Rg', 'e309', 'e272')
('Rg', 'e823', 'e325')
('Rg', 'e1162', 'e510')
('Rg', 'e1155', 'e472')
('Rg', 'e38', 'e443')
('Q', 'e1891', 'e370')
('Q', 'e1891', 'e31')
('Q', 'e912', 'e219')
('Rg', 'e1103', 'e0')
('ML', 'e2154', 'e1454')
('Rg', 'e1927', 'e1104')
('ML', 'e1472', 'e510')
('Q', 'e325', 'e1776')
('Q', 'e354', 'e105')
('Q', 'e485', 'e139')
('Q', 'e62', 'e1520')
('Q', 'e31', 'e446')
('P', 'e1774', 'e68')
('Rg', 'e31', 'e272')
('Rg', 'e1520', 'e622')
('Q', 'e2', 'e105')
('Q', 'e325', 'e370')
('ML', 'e1248', 'e363')
('Q', 'e38', 'e502')
('Q', 'e622', 'e298')
('Rg', 'e658', 'e201')
('Rg', 'e658', 'e1104')
('P', 'e309', 'e1140')
('Q', 'e485', 'e31')
('Q', 'e89', 'e1891')
('ML', 'e514', 'e105')
('ML', 'e331', 'e443')
('Rg', 'e330', 'e1927')
('Rg', 'e1774', 'e325')
('Q', 'e201', 'e1104')
('Q', 'e485', 'e1809')
('Q', 'e201', 'e201')
('Rg', 'e298', 'e622')
('Rg', 'e443', 'e189')
('Q', 'e480', 'e1520')
('Rg', 'e309', 'e298')
('ML', 'e181', 'e833')
('Q', 'e166', 'e272')
('ML', 'e60', 'e139')
('P', 'e38', 'e1299')
('Rg', 'e309', 'e480')
('P', 'e833', 'e901')
('Q', 'e31', 'e485')
('ML', 'e148', 'e823')
('Q', 'e89', 'e502')
('Rg', 'e651', 'e1891')
('Rg', 'e201', 'e105')
('Q', 'e47', 'e370')
('ML', 'e60', 'e370')
('Q', 'e47', 'e31')
('ML', 'e60', 'e31')
('Q', 'e309', 'e272')
('Rg', 'e1454', 'e711')
('Rg', 'e510', 'e823')
('Rg', 'e443', 'e60')
('Rg', 'e1155', 'e58')
('ML', 'e1567', 'e1162')
('Q', 'e1104', 'e248')
('Rg', 'e446', 'e139')
('Q', 'e274', 'e248')
('Q', 'e2024', 'e139')
('ML', 'e94', 'e58')
('ML', 'e611', 'e1927')
('Rg', 'e323', 'e510')
('Rg', 'e1162', 'e2024')
('Rg', 'e166', 'e495')
('ML', 'e357', 'e1103')
('Rg', 'e1809', 'e658')
('Rg', 'e480', 'e219')
('ML', 'e1248', 'e248')
('ML', 'e1359', 'e105')
('ML', 'e841', 'e60')
('Q', 'e363', 'e309')
('Q', 'e802', 'e1155')
('Q', 'e1927', 'e2024')
('Q', 'e166', 'e298')
('Rg', 'e309', 'e495')
('Rg', 'e105', 'e330')
('Rg', 'e1927', 'e105')
('Rg', 'e480', 'e1295')
('ML', 'e94', 'e363')
('Rg', 'e2', 'e510')
('ML', 'e338', 'e658')
('Q', 'e309', 'e298')
('Rg', 'e495', 'e443')
('Rg', 'e485', 'e658')
('P', 'e323', 'e1567')
('Q', 'e38', 'e31')
('Q', 'e502', 'e823')
('Q', 'e443', 'e1104')
('P', 'e323', 'e1290')
('Q', 'e443', 'e201')
('Q', 'e309', 'e480')
('Rg', 'e1891', 'e446')
('ML', 'e24', 'e363')
('Q', 'e38', 'e1809')
('Q', 'e189', 'e1104')
('Q', 'e189', 'e201')
('Rg', 'e105', 'e622')
('Rg', 'e31', 'e495')
('ML', 'e651', 'e651')
('Q', 'e446', 'e472')
('Q', 'e651', 'e1891')
('Q', 'e375', 'e499')
('Q', 'e62', 'e139')
('Q', 'e201', 'e105')
('ML', 'e143', 'e833')
('P', 'e1138', 'e841')
('Q', 'e1005', 'e823')
('ML', 'e2365', 'e510')
('P', 'e1520', 'e1290')
('Q', 'e622', 'e1005')
('P', 'e1520', 'e1567')
('ML', 'e788', 'e298')
('Q', 'e370', 'e274')
('Rg', 'e175', 'e201')
('Rg', 'e175', 'e1104')
('Q', 'e89', 'e31')
('Rg', 'e189', 'e105')
('Q', 'e47', 'e711')
('Rg', 'e325', 'e446')
('ML', 'e60', 'e711')
('Q', 'e1454', 'e499')
('Q', 'e1162', 'e2024')
('Rg', 'e502', 'e1104')
('Rg', 'e47', 'e189')
('Q', 'e166', 'e495')
('Q', 'e1809', 'e658')
('Rg', 'e510', 'e330')
('Q', 'e651', 'e502')
('Q', 'e323', 'e175')
('Q', 'e499', 'e272')
('Rg', 'e1155', 'e248')
('Rg', 'e651', 'e370')
('Q', 'e309', 'e495')
('Rg', 'e1454', 'e446')
('Rg', 'e363', 'e139')
('Rg', 'e1776', 'e175')
('P', 'e833', 'e2448')
('Q', 'e472', 'e219')
('Rg', 'e31', 'e1005')
('Q', 'e833', 'e89')
('Rg', 'e1104', 'e219')
('Rg', 'e510', 'e622')
('Rg', 'e802', 'e89')
('P', 'e323', 'e2243')
('ML', 'e354', 'e309')
('Q', 'e1891', 'e446')
('Q', 'e1774', 'e1104')
('Q', 'e139', 'e833')
('Q', 'e2', 'e175')
('Rg', 'e1104', 'e1295')
('Q', 'e823', 'e823')
('Q', 'e446', 'e58')
('P', 'e651', 'e2448')
('Rg', 'e802', 'e1776')
('Q', 'e166', 'e1005')
('Q', 'e298', 'e309')
('Q', 'e502', 'e330')
('Q', 'e472', 'e1162')
('ML', 'e611', 'e363')
('P', 'e370', 'e301')
('Q', 'e499', 'e323')
('Q', 'e499', 'e298')
('Q', 'e833', 'e370')
('Q', 'e311', 'e1155')
('Rg', 'e354', 'e622')
('Q', 'e325', 'e446')
('Q', 'e1950', 'e298')
('ML', 'e81', 'e1891')
('P', 'e2', 'e2243')
('P', 'e47', 'e915')
('Q', 'e485', 'e446')
('Q', 'e375', 'e802')
('Q', 'e651', 'e1776')
('Q', 'e309', 'e1005')
('ML', 'e133', 'e1454')
('Q', 'e1927', 'e1520')
('Rg', 'e1295', 'e1809')
('Rg', 'e330', 'e248')
('ML', 'e331', 'e702')
('ML', 'e1104', 'e658')
('Q', 'e64', 'e272')
('Q', 'e363', 'e472')
('Q', 'e62', 'e912')
('Q', 'e651', 'e370')
('ML', 'e1567', 'e325')
('Q', 'e1454', 'e802')
('Rg', 'e622', 'e1891')
('P', 'e105', 'e1290')
('Q', 'e651', 'e31')
('Rg', 'e330', 'e510')
('Q', 'e1776', 'e139')
('Q', 'e219', 'e480')
('Q', 'e60', 'e175')
('Rg', 'e711', 'e622')
('Rg', 'e651', 'e651')
('Q', 'e47', 'e446')
('Rg', 'e711', 'e2024')
('Q', 'e1005', 'e2024')
('P', 'e60', 'e3728')
('ML', 'e1472', 'e1454')
('Q', 'e274', 'e833')
('Q', 'e248', 'e330')
('Q', 'e485', 'e485')
('ML', 'e1472', 'e0')
('Rg', 'e1005', 'e105')
('Rg', 'e89', 'e446')
('Rg', 'e622', 'e502')
('Rg', 'e1520', 'e64')
('Q', 'e499', 'e495')
('Q', 'e309', 'e1103')
('ML', 'e611', 'e248')
('Q', 'e1950', 'e495')
('Q', 'e31', 'e1162')
('Q', 'e1162', 'e1520')
('P', 'e38', 'e788')
('Q', 'e64', 'e298')
('Rg', 'e298', 'e64')
('Rg', 'e499', 'e499')
('Rg', 'e0', 'e309')
('Rg', 'e802', 'e64')
('Q', 'e105', 'e309')
('Rg', 'e89', 'e485')
('Q', 'e1295', 'e1809')
('ML', 'e143', 'e658')
('Rg', 'e1295', 'e711')
('Q', 'e38', 'e446')
('ML', 'e148', 'e1520')
('P', 'e1138', 'e1140')
('ML', 'e28', 'e38')
('Q', 'e1520', 'e1927')
('Rg', 'e1295', 'e912')
('Q', 'e60', 'e633')
('Q', 'e711', 'e2')
('Rg', 'e1162', 'e47')
('Q', 'e622', 'e1891')
('Q', 'e499', 'e1005')
('ML', 'e947', 'e823')
('Rg', 'e485', 'e1104')
('Rg', 'e1162', 'e64')
('Q', 'e823', 'e2024')
('Q', 'e248', 'e1103')
('ML', 'e357', 'e1809')
('Q', 'e1950', 'e1005')
('ML', 'e1290', 'e1454')
('Rg', 'e323', 'e1454')
('Q', 'e1927', 'e47')
('Q', 'e1103', 'e1103')
('Q', 'e330', 'e175')
('Q', 'e1520', 'e472')
('Q', 'e495', 'e1138')
('Rg', 'e2024', 'e298')
('Q', 'e219', 'e330')
('Q', 'e375', 'e443')
('Q', 'e89', 'e446')
('Q', 'e1927', 'e64')
('Q', 'e64', 'e495')
('Q', 'e622', 'e502')
('Q', 'e272', 'e309')
('P', 'e502', 'e933')
('Q', 'e38', 'e485')
('Q', 'e298', 'e472')
('Q', 'e1776', 'e912')
('Rg', 'e309', 'e502')
('Rg', 'e622', 'e370')
('Q', 'e446', 'e802')
('Q', 'e658', 'e47')
('P', 'e58', 'e68')
('Q', 'e1454', 'e443')
('ML', 'e1472', 'e62')
('Q', 'e0', 'e309')
('Q', 'e175', 'e1520')
('Rg', 'e1927', 'e1155')
('P', 'e175', 'e2448')
('Rg', 'e651', 'e446')
('Q', 'e1809', 'e1104')
('Q', 'e1809', 'e201')
('P', 'e1454', 'e2095')
('Q', 'e89', 'e485')
('Rg', 'e1776', 'e60')
('Rg', 'e105', 'e139')
('Q', 'e166', 'e1891')
('Rg', 'e31', 'e502')
('Rg', 'e499', 'e802')
('Rg', 'e325', 'e219')
('Rg', 'e274', 'e274')
('Q', 'e31', 'e1950')
('Rg', 'e1891', 'e1162')
('Q', 'e175', 'e1776')
('Q', 'e1295', 'e711')
('Rg', 'e60', 'e60')
('Q', 'e1295', 'e912')
('Q', 'e510', 'e0')
('Q', 'e510', 'e1454')
('Rg', 'e711', 'e1520')
('Q', 'e1005', 'e1520')
('Q', 'e64', 'e1005')
('ML', 'e933', 'e1520')
('Q', 'e309', 'e1891')
('Rg', 'e1104', 'e309')
('Rg', 'e62', 'e298')
('Q', 'e375', 'e2')
('ML', 'e357', 'e711')
('P', 'e105', 'e1299')
('Q', 'e219', 'e1103')
('Rg', 'e105', 'e1809')
('Rg', 'e0', 'e1927')
('Q', 'e166', 'e502')
('P', 'e651', 'e915')
('Rg', 'e38', 'e1104')
('Rg', 'e62', 'e480')
('Q', 'e622', 'e1776')
('Rg', 'e272', 'e472')
('Q', 'e833', 'e446')
('P', 'e47', 'e514')
('Rg', 'e1295', 'e446')
('Q', 'e1454', 'e2')
