Assuming 9 as type relation
Loading files... 
  Starting train_nations.tsv
  Finished train_nations.tsv, still running: 0
Loaded 1592 facts in 46 ms using -3 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  commonbloc1  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.33	0.578947368	0.578947368	33	57	57	-1
?b  duration  ?h  ?a  severdiplomatic  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  intergovorgs  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.29	0.644444444	0.644444444	29	45	45	-1
?b  reltourism  ?h  ?h  timesinceally  ?a   => ?a  embassy  ?b	0.28	0.595744681	0.595744681	28	47	47	-1
?h  relintergovorgs  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.26	0.619047619	0.619047619	26	42	42	-1
?b  reltourism  ?h  ?h  weightedunvote  ?a   => ?a  embassy  ?b	0.26	0.619047619	0.619047619	26	42	42	-1
?h  ngo  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.25	0.609756098	0.609756098	25	41	41	-1
?h  conferences  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.23	0.58974359	0.58974359	23	39	39	-1
?h  intergovorgs3  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.23	0.58974359	0.58974359	23	39	39	-1
?h  relngo  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.22	0.578947368	0.578947368	22	38	38	-1
?b  reltourism  ?h  ?h  unweightedunvote  ?a   => ?a  embassy  ?b	0.22	0.594594595	0.594594595	22	37	37	-1
?h  ngoorgs3  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.22	0.647058824	0.647058824	22	34	34	-1
?h  commonbloc2  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.22	0.511627907	0.511627907	22	43	43	-1
?h  independence  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.22	0.55	0.55	22	40	40	-1
?h  blockpositionindex  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.2	0.571428571	0.571428571	20	35	35	-1
?h  reldiplomacy  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.2	0.5	0.5	20	40	40	-1
?b  reltourism  ?h  ?h  treaties  ?a   => ?a  embassy  ?b	0.19	0.558823529	0.558823529	19	34	34	-1
?b  reltourism  ?h  ?h  reltreaties  ?a   => ?a  embassy  ?b	0.18	0.461538462	0.461538462	18	39	39	-1
?h  reltourism  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.17	0.708333333	0.708333333	17	24	24	-1
?b  reltourism  ?h  ?h  tourism  ?a   => ?a  embassy  ?b	0.15	0.535714286	0.535714286	15	28	28	-1
?h  negativebehavior  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.13	0.565217391	0.565217391	13	23	23	-1
?h  commonbloc0  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.13	0.541666667	0.541666667	13	24	24	-1
?h  pprotests  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.13	0.65	0.65	13	20	20	-1
?h  exports3  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.11	0.5	0.5	11	22	22	-1
?h  booktranslations  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.11	0.611111111	0.611111111	11	18	18	-1
?h  relexports  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.1	0.416666667	0.416666667	10	24	24	-1
?h  exportbooks  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.1	0.625	0.625	10	16	16	-1
?b  reltourism  ?h  ?h  timesincewar  ?a   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?h  relexportbooks  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?h  officialvisits  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.08	0.421052632	0.421052632	8	19	19	-1
?b  reltourism  ?h  ?h  tourism3  ?a   => ?a  embassy  ?b	0.08	0.470588235	0.470588235	8	17	17	-1
?h  accusation  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.08	0.533333333	0.533333333	8	15	15	-1
?h  relbooktranslations  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.08	0.615384615	0.615384615	8	13	13	-1
?h  negativecomm  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.07	0.4375	0.4375	7	16	16	-1
?h  releconomicaid  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?h  economicaid  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.06	0.5	0.5	6	12	12	-1
?h  militaryalliance  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.07	0.388888889	0.388888889	7	18	18	-1
?b  reltourism  ?h  ?h  students  ?a   => ?a  embassy  ?b	0.06	0.6	0.6	6	10	10	-1
?h  relstudents  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.06	0.6	0.6	6	10	10	-1
?h  militaryactions  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?h  nonviolentbehavior  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
?h  duration  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.04	0.571428571	0.571428571	4	7	7	-1
?h  expeldiplomats  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.03	0.428571429	0.428571429	3	7	7	-1
?h  dependent  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?h  emigrants3  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?h  boycottembargo  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.02	0.285714286	0.285714286	2	7	7	-1
?h  eemigrants  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?b  reltourism  ?h  ?h  violentactions  ?a   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?h  lostterritory  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?h  relemigrants  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?b  reltourism  ?h  ?h  warning  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  reltourism  ?h  ?h  unoffialacts  ?a   => ?a  embassy  ?b	0.01	0.25	0.25	1	4	4	-1
?b  reltourism  ?h  ?h  severdiplomatic  ?a   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  intergovorgs3  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.37	0.596774194	0.596774194	37	62	62	-1
?a  commonbloc1  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.33	0.55	0.55	33	60	60	-1
?h  attackembassy  ?a  ?b  reltourism  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  embassy  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.32	0.542372881	0.542372881	32	59	59	-1
?a  ngoorgs3  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.33	0.589285714	0.589285714	33	56	56	-1
?a  relintergovorgs  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.29	0.591836735	0.591836735	29	49	49	-1
?a  relngo  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.32	0.581818182	0.581818182	32	55	55	-1
?b  reltourism  ?h  ?a  timesinceally  ?h   => ?a  embassy  ?b	0.29	0.58	0.58	29	50	50	-1
?a  intergovorgs  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.29	0.617021277	0.617021277	29	47	47	-1
?a  conferences  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.25	0.609756098	0.609756098	25	41	41	-1
?b  reltourism  ?h  ?a  weightedunvote  ?h   => ?a  embassy  ?b	0.25	0.641025641	0.641025641	25	39	39	-1
?a  ngo  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.24	0.585365854	0.585365854	24	41	41	-1
?b  reltourism  ?h  ?a  unweightedunvote  ?h   => ?a  embassy  ?b	0.23	0.605263158	0.605263158	23	38	38	-1
?a  blockpositionindex  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.22	0.564102564	0.564102564	22	39	39	-1
?a  reldiplomacy  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.21	0.552631579	0.552631579	21	38	38	-1
?b  reltourism  ?h  ?a  treaties  ?h   => ?a  embassy  ?b	0.21	0.538461538	0.538461538	21	39	39	-1
?a  commonbloc2  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.2	0.526315789	0.526315789	20	38	38	-1
?a  booktranslations  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.19	0.558823529	0.558823529	19	34	34	-1
?a  independence  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.19	0.513513514	0.513513514	19	37	37	-1
?a  relbooktranslations  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.18	0.580645161	0.580645161	18	31	31	-1
?b  reltourism  ?h  ?a  reltreaties  ?h   => ?a  embassy  ?b	0.18	0.580645161	0.580645161	18	31	31	-1
?a  relexports  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.17	0.515151515	0.515151515	17	33	33	-1
?a  exports3  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.16	0.592592593	0.592592593	16	27	27	-1
?a  negativebehavior  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.13	0.541666667	0.541666667	13	24	24	-1
?a  commonbloc0  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.12	0.545454545	0.545454545	12	22	22	-1
?a  officialvisits  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.12	0.48	0.48	12	25	25	-1
?b  reltourism  ?h  ?a  tourism  ?h   => ?a  embassy  ?b	0.1	0.454545455	0.454545455	10	22	22	-1
?b  reltourism  ?h  ?a  timesincewar  ?h   => ?a  embassy  ?b	0.12	0.631578947	0.631578947	12	19	19	-1
?a  pprotests  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.11	0.578947368	0.578947368	11	19	19	-1
?a  relstudents  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.09	0.6	0.6	9	15	15	-1
?b  reltourism  ?h  ?a  students  ?h   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?a  accusation  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.09	0.473684211	0.473684211	9	19	19	-1
?a  dependent  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?a  negativecomm  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.07	0.4375	0.4375	7	16	16	-1
?a  reltourism  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.07	0.466666667	0.466666667	7	15	15	-1
?a  militaryalliance  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.07	0.388888889	0.388888889	7	18	18	-1
?b  reltourism  ?h  ?a  tourism3  ?h   => ?a  embassy  ?b	0.06	0.428571429	0.428571429	6	14	14	-1
?a  relexportbooks  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.06	0.666666667	0.666666667	6	9	9	-1
?a  releconomicaid  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.06	0.5	0.5	6	12	12	-1
?a  economicaid  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.05	0.555555556	0.555555556	5	9	9	-1
?a  duration  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.05	0.625	0.625	5	8	8	-1
?a  expeldiplomats  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?a  exportbooks  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
?a  boycottembargo  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.04	0.363636364	0.363636364	4	11	11	-1
?a  militaryactions  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.04	0.571428571	0.571428571	4	7	7	-1
?a  eemigrants  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.04	0.4	0.4	4	10	10	-1
?a  emigrants3  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?b  reltourism  ?h  ?a  violentactions  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  lostterritory  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  relemigrants  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  nonviolentbehavior  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.03	0.25	0.25	3	12	12	-1
?b  reltourism  ?h  ?a  severdiplomatic  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  reltourism  ?h  ?a  warning  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?h  independence  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.19	0.612903226	0.612903226	19	31	31	-1
?b  reltourism  ?h  ?a  unoffialacts  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?a  aidenemy  ?h  ?b  reltourism  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?h  relngo  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.21	0.583333333	0.583333333	21	36	36	-1
?h  ngoorgs3  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.19	0.59375	0.59375	19	32	32	-1
?h  intergovorgs3  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.18	0.666666667	0.666666667	18	27	27	-1
?h  commonbloc1  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.17	0.515151515	0.515151515	17	33	33	-1
?h  timesinceally  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.17	0.68	0.68	17	25	25	-1
?h  treaties  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.17	0.653846154	0.653846154	17	26	26	-1
?h  embassy  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.16	0.516129032	0.516129032	16	31	31	-1
?h  reldiplomacy  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.15	0.625	0.625	15	24	24	-1
?h  negativebehavior  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.15	0.681818182	0.681818182	15	22	22	-1
?h  blockpositionindex  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.13	0.619047619	0.619047619	13	21	21	-1
?h  intergovorgs  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.11	0.733333333	0.733333333	11	15	15	-1
?h  ngo  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.11	0.647058824	0.647058824	11	17	17	-1
?h  relintergovorgs  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?h  accusation  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.09	0.5625	0.5625	9	16	16	-1
?h  pprotests  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?h  booktranslations  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.769230769	0.769230769	10	13	13	-1
?h  relbooktranslations  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.09	0.75	0.75	9	12	12	-1
?h  commonbloc2  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.09	0.428571429	0.428571429	9	21	21	-1
?h  commonbloc0  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.08	0.666666667	0.666666667	8	12	12	-1
?h  relexports  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?b  violentactions  ?h  ?h  weightedunvote  ?a   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?h  officialvisits  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?h  timesincewar  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?h  releconomicaid  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?h  unweightedunvote  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.06	0.545454545	0.545454545	6	11	11	-1
?h  negativecomm  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.06	0.666666667	0.666666667	6	9	9	-1
?h  conferences  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.06	0.6	0.6	6	10	10	-1
?h  boycottembargo  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?h  exports3  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?h  nonviolentbehavior  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?h  tourism  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
?h  economicaid  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?h  eemigrants  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?h  reltreaties  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?h  violentactions  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.428571429	0.428571429	3	7	7	-1
?h  tourism3  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  violentactions  ?h  ?h  warning  ?a   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?h  militaryactions  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.375	0.375	3	8	8	-1
?h  aidenemy  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?h  emigrants3  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?h  duration  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?h  students  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?h  exportbooks  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?h  militaryalliance  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.25	0.25	2	8	8	-1
?h  reltourism  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?h  relstudents  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?h  relexportbooks  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.5	0.5	2	4	4	-1
?h  dependent  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  unoffialacts  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  attackembassy  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?h  relemigrants  ?a  ?b  violentactions  ?h   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  embassy  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.23	0.621621622	0.621621622	23	37	37	-1
?a  timesinceally  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.22	0.611111111	0.611111111	22	36	36	-1
?a  commonbloc1  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.19	0.558823529	0.558823529	19	34	34	-1
?a  negativebehavior  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.16	0.64	0.64	16	25	25	-1
?a  blockpositionindex  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.15	0.625	0.625	15	24	24	-1
?a  independence  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.15	0.625	0.625	15	24	24	-1
?a  accusation  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.15	0.652173913	0.652173913	15	23	23	-1
?a  reldiplomacy  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.14	0.666666667	0.666666667	14	21	21	-1
?a  reltreaties  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.13	0.722222222	0.722222222	13	18	18	-1
?a  ngoorgs3  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.13	0.565217391	0.565217391	13	23	23	-1
?a  intergovorgs3  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.11	0.647058824	0.647058824	11	17	17	-1
?a  relngo  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.454545455	0.454545455	10	22	22	-1
?a  relexports  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.476190476	0.476190476	10	21	21	-1
?a  exports3  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.555555556	0.555555556	10	18	18	-1
?a  relintergovorgs  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.526315789	0.526315789	10	19	19	-1
?a  commonbloc0  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.769230769	0.769230769	10	13	13	-1
?a  ngo  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.1	0.666666667	0.666666667	10	15	15	-1
?b  violentactions  ?h  ?a  weightedunvote  ?h   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?a  commonbloc2  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.09	0.45	0.45	9	20	20	-1
?a  intergovorgs  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.09	0.6	0.6	9	15	15	-1
?a  negativecomm  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.09	0.75	0.75	9	12	12	-1
?a  treaties  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.08	0.666666667	0.666666667	8	12	12	-1
?a  officialvisits  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.08	0.571428571	0.571428571	8	14	14	-1
?a  nonviolentbehavior  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  timesincewar  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.06	0.461538462	0.461538462	6	13	13	-1
?a  pprotests  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.06	0.6	0.6	6	10	10	-1
?a  conferences  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.06	0.6	0.6	6	10	10	-1
?a  unweightedunvote  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.06	0.545454545	0.545454545	6	11	11	-1
?a  duration  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	0.454545455	0.454545455	5	11	11	-1
?a  reltourism  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?a  students  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	0.5	0.5	5	10	10	-1
?a  violentactions  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.05	0.454545455	0.454545455	5	11	11	-1
?a  booktranslations  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.04	0.444444444	0.444444444	4	9	9	-1
?a  relexportbooks  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.04	0.666666667	0.666666667	4	6	6	-1
?a  unoffialacts  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?a  eemigrants  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.04	0.5	0.5	4	8	8	-1
?a  relemigrants  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  emigrants3  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?a  tourism3  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  tourism  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?a  relbooktranslations  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.333333333	0.333333333	3	9	9	-1
?a  releconomicaid  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  exportbooks  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?a  militaryalliance  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.03	0.5	0.5	3	6	6	-1
?a  boycottembargo  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  expeldiplomats  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  relstudents  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.333333333	0.333333333	2	6	6	-1
?a  economicaid  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?a  militaryactions  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.02	0.4	0.4	2	5	5	-1
?a  aidenemy  ?h  ?b  violentactions  ?h   => ?a  embassy  ?b	0.01	0.5	0.5	1	2	2	-1
?b  dependent  ?h  ?h  embassy  ?a   => ?a  embassy  ?b	0.25	0.543478261	0.543478261	25	46	46	-1
?b  dependent  ?h  ?h  weightedunvote  ?a   => ?a  embassy  ?b	0.23	0.522727273	0.522727273	23	44	44	-1
?b  dependent  ?h  ?h  independence  ?a   => ?a  embassy  ?b	0.19	0.558823529	0.558823529	19	34	34	-1
?b  dependent  ?h  ?h  intergovorgs  ?a   => ?a  embassy  ?b	0.18	0.529411765	0.529411765	18	34	34	-1
?b  dependent  ?h  ?h  treaties  ?a   => ?a  embassy  ?b	0.17	0.53125	0.53125	17	32	32	-1
?h  conferences  ?a  ?b  dependent  ?h   => ?a  embassy  ?b	0.17	0.62962963	0.62962963	17	27	27	-1
?b  dependent  ?h  ?h  unweightedunvote  ?a   => ?a  embassy  ?b	0.16	0.470588235	0.470588235	16	34	34	-1
?b  dependent  ?h  ?h  ngoorgs3  ?a   => ?a  embassy  ?b	0.15	0.576923077	0.576923077	15	26	26	-1
?b  dependent  ?h  ?h  timesinceally  ?a   => ?a  embassy  ?b	0.14	0.482758621	0.482758621	14	29	29	-1
?b  dependent  ?h  ?h  ngo  ?a   => ?a  embassy  ?b	0.14	0.466666667	0.466666667	14	30	30	-1
?b  dependent  ?h  ?h  relexportbooks  ?a   => ?a  embassy  ?b	0.13	0.590909091	0.590909091	13	22	22	-1
